mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 31, 15500,  5.509, -2.509,  0.306, 
2, 1181, 590500,  5.360,  0.247,  0.086, 

2, 31, 15500,  8.196,  3.934,  0.086, 
2, 1181, 590500,  8.605,  3.698, -0.121, 

2, 31, 15500,  5.902,  3.977,  0.142, 
2, 1181, 590500,  5.166,  4.274, -0.163, 

2, 31, 15500,  7.257, -10.686,  0.986, 
2, 1181, 590500,  7.361, -10.198,  0.873, 

2, 30, 15000,  5.515, -2.518,  0.200, 
2, 1180, 590000,  5.419,  0.120, -0.320, 

2, 30, 15000,  8.189, -8.989,  0.799, 
2, 1180, 590000,  7.594, -9.295,  0.815, 

2, 30, 15000,  5.876,  3.997, -0.010, 
2, 1180, 590000,  5.487,  4.082, -0.084, 

2, 30, 15000,  7.202, -10.669,  1.005, 
2, 1180, 590000, 10.115, -8.919,  0.323, 

2, 29, 14500,  5.482, -2.539,  0.283, 
2, 1179, 589500,  5.386,  0.230,  0.114, 

2, 29, 14500,  8.119, -8.980,  0.820, 
2, 1179, 589500,  7.728, -9.224,  0.816, 

2, 29, 14500,  9.394, -8.480,  0.957, 
2, 1179, 589500,  8.892, -8.920,  0.947, 

2, 29, 14500, 10.545, -8.479,  0.325, 
2, 1179, 589500, 10.757, -8.291,  0.321, 

2, 29, 14500,  4.004, -12.064,  1.046, 
2, 1179, 589500,  6.699, -10.911,  1.027, 

2, 28, 14000,  5.500, -2.546,  0.294, 
2, 1178, 589000,  5.428,  0.220, -0.007, 

2, 28, 14000,  8.132, -9.039,  0.838, 
2, 1178, 589000,  7.638, -9.248,  0.930, 

2, 28, 14000,  9.352, -8.503,  0.974, 
2, 1178, 589000,  8.709, -8.998,  0.845, 

2, 28, 14000, 10.541, -8.485,  0.154, 
2, 1178, 589000, 10.869, -8.342,  0.153, 

2, 28, 14000,  3.981, -12.039,  1.048, 
2, 1178, 589000,  6.521, -10.886,  1.026, 

2, 27, 13500,  8.023, -9.097,  0.850, 
2, 1177, 588500,  7.730, -9.225,  0.849, 

2, 27, 13500,  9.347, -8.507,  0.992, 
2, 1177, 588500,  8.932, -8.905,  0.990, 

2, 27, 13500,  5.910,  3.966, -0.110, 
2, 1177, 588500,  5.209,  4.273, -0.191, 

2, 27, 13500, 10.483, -8.593,  0.157, 
2, 1177, 588500, 10.778, -8.368,  0.335, 

2, 27, 13500,  4.304, -12.426,  1.092, 
2, 1177, 588500,  4.864, -12.817,  0.694, 

2, 26, 13000,  8.090, -9.039,  0.853, 
2, 1176, 588000,  7.608, -9.279,  0.976, 

2, 26, 13000,  5.952,  3.904,  0.078, 
2, 1176, 588000,  5.358,  4.134, -0.015, 

2, 26, 13000, 12.197, -3.326,  0.312, 
2, 1176, 588000, 11.988, -3.883,  0.313, 

2, 25, 12500,  9.058, -0.528,  0.110, 
2, 1175, 587500,  8.914, -3.896,  0.355, 

2, 25, 12500,  8.030, -9.056,  0.696, 
2, 1175, 587500,  7.596, -9.337,  0.806, 

2, 25, 12500,  9.190, -8.571,  0.906, 
2, 1175, 587500,  8.644, -9.050,  0.914, 

2, 25, 12500, 10.470, -8.476,  0.349, 
2, 1175, 587500, 10.111, -8.983,  0.353, 

2, 25, 12500,  5.931,  3.894, -0.012, 
2, 1175, 587500,  6.420,  3.770,  0.078, 

2, 25, 12500,  6.947, -10.811,  1.055, 
2, 1175, 587500,  6.571, -10.947,  1.071, 

2, 24, 12000,  5.403, -2.626,  0.265, 
