mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 31, 15500,  5.162, -2.581,  0.306, 
2, 1181, 590500,  9.146, -141.030,  0.086, 

2, 31, 15500,  8.188,  3.711,  0.086, 
2, 1181, 590500,  6.255, -137.278, -0.121, 

2, 31, 15500,  5.900,  3.875,  0.142, 
2, 1181, 590500,  5.139, -140.581, -0.163, 

2, 31, 15500,  6.472, -10.838,  0.986, 
2, 1181, 590500, 19.776, -140.718,  0.873, 

2, 30, 15000,  5.167, -2.592,  0.200, 
2, 1180, 590000,  9.280, -140.992, -0.320, 

2, 30, 15000,  7.487, -9.199,  0.799, 
2, 1180, 590000, 18.921, -140.344,  0.815, 

2, 30, 15000,  5.881,  3.894, -0.010, 
2, 1180, 590000,  5.379, -140.295, -0.084, 

2, 30, 15000,  6.409, -10.823,  1.005, 
2, 1180, 590000, 18.951, -137.795,  0.323, 

2, 29, 14500,  5.136, -2.610,  0.283, 
2, 1179, 589500,  9.168, -141.008,  0.114, 

2, 29, 14500,  7.424, -9.184,  0.820, 
2, 1179, 589500, 18.875, -140.210,  0.816, 

2, 29, 14500,  8.723, -8.753,  0.957, 
2, 1179, 589500, 18.762, -139.012,  0.947, 

2, 29, 14500,  9.872, -8.814,  0.325, 
2, 1179, 589500, 18.439, -137.071,  0.321, 

2, 29, 14500,  3.149, -12.042,  1.046, 
2, 1179, 589500, 20.376, -141.496,  1.027, 

2, 28, 14000,  5.157, -2.616,  0.294, 
2, 1178, 589000,  9.190, -140.969, -0.007, 

2, 28, 14000,  7.442, -9.240,  0.838, 
2, 1178, 589000, 18.890, -140.324,  0.930, 

2, 28, 14000,  8.688, -8.769,  0.974, 
2, 1178, 589000, 18.818, -139.226,  0.845, 

2, 28, 14000,  9.877, -8.813,  0.154, 
2, 1178, 589000, 18.521, -136.989,  0.153, 

2, 28, 14000,  3.138, -12.016,  1.048, 
2, 1178, 589000, 20.326, -141.692,  1.026, 

2, 27, 13500,  7.338, -9.289,  0.850, 
2, 1177, 588500, 18.885, -140.236,  0.849, 

2, 27, 13500,  8.690, -8.768,  0.992, 
2, 1177, 588500, 18.765, -138.998,  0.990, 

2, 27, 13500,  5.910,  3.867, -0.110, 
2, 1177, 588500,  5.156, -140.525, -0.191, 

2, 27, 13500,  9.820, -8.914,  0.157, 
2, 1177, 588500, 18.536, -137.088,  0.335, 

2, 27, 13500,  3.449, -12.418,  1.092, 
2, 1177, 588500, 21.962, -143.648,  0.694, 

2, 26, 13000,  7.404, -9.238,  0.853, 
2, 1176, 588000, 18.923, -140.378,  0.976, 

2, 26, 13000,  5.953,  3.800,  0.078, 
2, 1176, 588000,  5.323, -140.395, -0.015, 

2, 26, 13000, 11.808, -3.750,  0.312, 
2, 1176, 588000, 14.319, -135.172,  0.313, 

2, 25, 12500,  8.822, -0.795,  0.110, 
2, 1175, 587500, 13.828, -138.204,  0.355, 

2, 25, 12500,  7.338, -9.256,  0.696, 
2, 1175, 587500, 18.979, -140.397,  0.806, 

2, 25, 12500,  8.522, -8.834,  0.906, 
2, 1175, 587500, 18.868, -139.316,  0.914, 

2, 25, 12500,  9.806, -8.807,  0.349, 
2, 1175, 587500, 19.043, -137.858,  0.353, 

2, 25, 12500,  5.937,  3.788, -0.012, 
